회사명,종목코드,업종,업종2,업종PER,PER,PBR
올릭스,226950,자연과학 및 공학 연구개발업,생물공학,-54.63,N/A,N/A
테크트랜스,258050,기타 금속 가공제품 제조업,N/A,N/A,N/A,N/A
효성중공업,298040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기장비,-220.85,61.82,0.92
효성첨단소재,298050,화학섬유 제조업,화학,69.00,N/A,N/A
효성티앤씨,298020,화학섬유 제조업,"섬유,의류,신발,호화품",33.35,22.54,3.64
효성화학,298000,기초 화학물질 제조업,화학,69.00,223.34,1.78
아이큐어,175250,의약품 제조업,화장품,89.76,N/A,N/A
SV인베스트먼트,289080,기타 금융업,창업투자,20.78,698.57,4.91
엘리비젼,276240,영상 및 음향기기 제조업,N/A,N/A,N/A,N/A
지앤이헬스케어,299480,기타 섬유제품 제조업,N/A,N/A,N/A,N/A
이리츠코크렙,088260,부동산 임대 및 공급업,N/A,N/A,N/A,N/A
EDGC,245620,자연과학 및 공학 연구개발업,생명과학도구및서비스,38.27,N/A,N/A
에스엠비나,299670,봉제의복 제조업,N/A,N/A,N/A,N/A
HDC현대산업개발,294870,건물 건설업,건설,7.01,7.20,0.72
카이노스메드,284620,자연과학 및 공학 연구개발업,제약,99.58,N/A,N/A
파워넷,037030,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기제품,206.26,21.53,1.33
현대사료,016790,동물용 사료 및 조제식품 제조업,식품,29.07,681.58,1.38
세종메디칼,258830,의료용 기기 제조업,건강관리장비와용품,208.42,47.18,1.68
제노레이,122310,의료용 기기 제조업,건강관리장비와용품,208.42,10.44,2.10
디피코,163430,"건축기술, 엔지니어링 및 관련 기술 서비스업",N/A,N/A,N/A,N/A
한국제7호스팩,291210,금융 지원 서비스업,N/A,N/A,N/A,N/A
다이노나,086080,자연과학 및 공학 연구개발업,N/A,N/A,N/A,N/A
유안타제3호스팩,287410,금융 지원 서비스업,창업투자,20.78,N/A,N/A
에스제이켐,217910,기초 화학물질 제조업,N/A,N/A,N/A,N/A
JTC,950170,종합 소매업,백화점과일반상점,-28.81,N/A,N/A
네오셈,253590,특수 목적용 기계 제조업,반도체와반도체장비,20.53,13.61,3.02
케어랩스,263700,소프트웨어 개발 및 공급업,건강관리기술,-206.61,29.47,1.56
애경산업,018250,기타 화학제품 제조업,화장품,89.76,37.26,2.15
에코마이스터,064510,특수 목적용 기계 제조업,기계,-29.49,N/A,N/A
린드먼아시아,277070,신탁업 및 집합투자업,창업투자,20.78,15.72,1.50
오스테오닉,226400,의료용 기기 제조업,건강관리장비와용품,208.42,N/A,N/A
엔지켐생명과학,183490,기초 의약물질 및 생물학적 제제 제조업,제약,99.58,N/A,N/A
동구바이오제약,006620,의약품 제조업,제약,99.58,11.60,2.55
아시아종묘,154030,작물 재배업,생물공학,-66.45,N/A,N/A
알리코제약,260660,의료용품 및 기타 의약 관련제품 제조업,제약,99.58,11.55,1.57
셀트리온,068270,기초 의약물질 및 생물학적 제제 제조업,제약,99.58,89.73,14.00
카페24,042000,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",IT서비스,24.96,143.17,5.63
링크제니시스,219420,소프트웨어 개발 및 공급업,소프트웨어,86.51,69.26,2.70
배럴,267790,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,N/A,N/A
SG,255220,기타 비금속 광물제품 제조업,건축자재,36.34,N/A,N/A
씨앤지하이테크,264660,특수 목적용 기계 제조업,반도체와반도체장비,20.53,13.51,1.69
쿠쿠홈시스,284740,개인 및 가정용품 임대업,가정용기기와용품,15.82,11.62,1.81
SK케미칼,285130,합성고무 및 플라스틱 물질 제조업,화학,69.00,18.27,5.27
시스웍,269620,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체와반도체장비,20.53,71.47,3.21
라이프사이언스테크놀로지,285770,소프트웨어 개발 및 공급업,N/A,N/A,N/A,N/A
디바이스이엔지,187870,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,10.64,3.47
바이오시네틱스,281310,자연과학 및 공학 연구개발업,N/A,N/A,N/A,N/A
씨알푸드,236030,"곡물가공품, 전분 및 전분제품 제조업",N/A,N/A,N/A,N/A
레이크머티리얼즈,281740,기타 화학제품 제조업,화학,69.00,117.78,5.59
휴럼,284420,기타 식품 제조업,N/A,N/A,N/A,N/A
BGF리테일,282330,종합 소매업,백화점과일반상점,-28.81,22.52,4.38
동양피스톤,092780,자동차용 엔진 및 자동차 제조업,자동차부품,46.67,N/A,N/A
진에어,272450,항공 여객 운송업,항공사,-4.87,N/A,N/A
씨티케이코스메틱스,260930,기타 화학제품 제조업,화장품,89.76,269.83,0.87
메카로,241770,기타 화학제품 제조업,반도체와반도체장비,20.53,N/A,N/A
에스트래픽,234300,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT서비스,24.96,N/A,N/A
케이씨텍,281820,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체와반도체장비,20.53,13.35,1.74
체리부로,066360,"도축, 육류 가공 및 저장 처리업",식품,29.07,N/A,N/A
대원,007680,건물 건설업,건설,7.01,19.42,0.40
비즈니스온,138580,소프트웨어 개발 및 공급업,소프트웨어,86.51,125.53,6.03
동아타이어,282690,고무제품 제조업,자동차부품,46.67,8.93,0.38
삼양패키징,272550,플라스틱제품 제조업,포장재,16.84,7.25,0.95
스튜디오드래곤,253450,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송과엔터테인먼트,-19.04,89.89,6.01
비디아이,148140,일반 목적용 기계 제조업,기계,-29.49,N/A,N/A
코오롱티슈진,950160,기초 의약물질 및 생물학적 제제 제조업,판매업체,-13.71,N/A,N/A
테이팩스,055490,플라스틱제품 제조업,화학,69.00,12.37,1.60
파인이엠텍,278990,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",N/A,N/A,N/A,N/A
롯데제과,280360,기타 식품 제조업,식품,29.07,24.95,0.69
탑선,180060,기타 전기장비 제조업,N/A,N/A,N/A,N/A
영화테크,265560,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
세원,234100,자동차 신품 부품 제조업,자동차부품,46.67,24.51,3.00
상신전자,263810,전자부품 제조업,전자장비와기기,65.66,37.46,2.02
야스,255440,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,16.69,1.15
인산가,277410,기타 식품 제조업,식품,29.07,13.17,1.55
블러썸엠앤씨,263920,그외 기타 제품 제조업,화장품,89.76,N/A,N/A
신흥에스이씨,243840,일차전지 및 축전지 제조업,전기제품,206.26,15.52,2.57
유티아이,179900,전자부품 제조업,핸드셋,-202.00,N/A,N/A
선익시스템,171090,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,12.43,1.00
엠플러스,259630,특수 목적용 기계 제조업,전기제품,206.26,48.86,3.04
앱클론,174900,의료용품 및 기타 의약 관련제품 제조업,생물공학,-54.63,N/A,N/A
샘코,263540,"항공기,우주선 및 부품 제조업",우주항공과국방,50.80,N/A,N/A
펄어비스,263750,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,31.89,6.35
이십일스토어,270020,기타 비금속 광물제품 제조업,N/A,N/A,N/A,N/A
케이피에스,256940,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,N/A,N/A
시그넷이브이,260870,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",N/A,N/A,N/A,N/A
덕우전자,263600,전자부품 제조업,핸드셋,-202.00,10.31,1.60
명진홀딩스,267060,수산물 가공 및 저장 처리업,N/A,N/A,N/A,N/A
이더블유케이,258610,"구조용 금속제품, 탱크 및 증기발생기 제조업",기계,-29.49,N/A,N/A
지엔원에너지,270520,"건축기술, 엔지니어링 및 관련 기술 서비스업",에너지장비및서비스,-35.73,38.16,4.36
알에스오토메이션,140670,전자부품 제조업,기계,-29.49,162.88,2.25
컬러레이,900310,기타 금융업,화장품,89.76,5.74,0.62
와이즈버즈,273060,광고업,광고,18.53,22.83,2.22
모트렉스,118990,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
데이타솔루션,263800,기계장비 및 관련 물품 도매업,IT서비스,24.96,802.50,4.30
지니언스,263860,소프트웨어 개발 및 공급업,소프트웨어,86.51,19.85,1.70
디앤씨미디어,263720,"서적, 잡지 및 기타 인쇄물 출판업",출판,30.57,61.02,10.38
셀트리온헬스케어,091990,기타 전문 도매업,제약,99.58,87.55,11.54
이즈미디어,181340,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",핸드셋,-202.00,N/A,N/A
루켄테크놀러지스,162120,기타 전기장비 제조업,N/A,N/A,N/A,N/A
에브리봇,270660,가정용 기기 제조업,N/A,N/A,N/A,N/A
힘스,238490,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,7.43,1.83
제일약품,271980,의약품 제조업,제약,99.58,N/A,N/A
브이원텍,251630,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,27.76,1.96
아우딘퓨쳐스,227610,기타 화학제품 제조업,화장품,89.76,N/A,N/A
이녹스첨단소재,272290,전자부품 제조업,전자장비와기기,65.66,17.57,2.32
카카오,035720,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",양방향미디어와서비스,136.40,N/A,N/A
오리온,271560,기타 식품 제조업,식품,29.07,18.05,2.71
하림지주,003380,기타 금융업,식품,29.07,13.10,0.35
덴티스,261200,의료용 기기 제조업,건강관리장비와용품,208.42,245.00,3.54
메디안디노스틱,233250,의료용품 및 기타 의약 관련제품 제조업,N/A,N/A,N/A,N/A
나인테크,267320,특수 목적용 기계 제조업,반도체와반도체장비,20.53,N/A,N/A
다이오진,271850,자연과학 및 공학 연구개발업,N/A,N/A,N/A,N/A
에스알바이오텍,270210,기타 화학제품 제조업,N/A,N/A,N/A,N/A
뿌리깊은나무들,266170,"영화, 비디오물, 방송프로그램 제작 및 배급업",N/A,N/A,N/A,N/A
보라티알,250000,음·식료품 및 담배 도매업,식품과기본식료품소매,128.99,48.26,1.85
매일유업,267980,낙농제품 및 식용빙과류 제조업,식품,29.07,10.08,1.30
삼양옵틱스,225190,사진장비 및 광학기기 제조업,전자장비와기기,65.66,13.49,2.69
이랜시스,264850,전자부품 제조업,전자장비와기기,65.66,59.02,2.42
필옵틱스,161580,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,65.60,3.72
SGA클라우드서비스,224880,소프트웨어 개발 및 공급업,N/A,N/A,N/A,N/A
미원에스씨,268280,기초 화학물질 제조업,화학,69.00,15.34,2.02
경동도시가스,267290,연료용 가스 제조 및 배관공급업,가스유틸리티,19.09,6.14,0.31
넷마블,251270,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,55.89,2.21
현대건설기계,267270,일반 목적용 기계 제조업,기계,-29.49,N/A,N/A
현대일렉트릭,267260,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기장비,-220.85,N/A,N/A
현대중공업지주,267250,석유 정제품 제조업,석유와가스,-13.96,N/A,N/A
포인트엔지니어링,256630,기타 금속 가공제품 제조업,디스플레이장비및부품,86.49,26.41,2.34
앙츠,267810,컴퓨터 및 통신장비 수리업,N/A,N/A,N/A,N/A
하나머티리얼즈,166090,반도체 제조업,반도체와반도체장비,20.53,18.73,3.36
소프트캠프,258790,소프트웨어 개발 및 공급업,소프트웨어,86.51,156.00,4.80
와이엠티,251370,기초 화학물질 제조업,화학,69.00,22.54,3.27
엠앤씨생명과학,225860,기타 화학제품 제조업,N/A,N/A,N/A,N/A
파워풀엑스,266870,생활용품 도매업,N/A,N/A,N/A,N/A
크라운제과,264900,기타 식품 제조업,식품,29.07,6.69,0.89
AP시스템,265520,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,16.08,3.05
유에스티,263770,1차 철강 제조업,철강,41.60,30.51,2.54
이엘피,063760,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",디스플레이장비및부품,86.49,11.11,0.85
유비쿼스,264450,통신 및 방송 장비 제조업,통신장비,-92.63,14.18,2.30
서진시스템,178320,통신 및 방송 장비 제조업,통신장비,-92.63,N/A,N/A
코미코,183300,특수 목적용 기계 제조업,반도체와반도체장비,20.53,23.01,3.78
아스타,246720,의료용품 및 기타 의약 관련제품 제조업,건강관리장비와용품,208.42,N/A,N/A
덴티움,145720,의료용 기기 제조업,건강관리장비와용품,208.42,N/A,N/A
에스디생명공학,217480,기타 화학제품 제조업,화장품,89.76,N/A,N/A
신신제약,002800,의약품 제조업,제약,99.58,77.41,2.28
에프엔에스테크,083500,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,9.92,1.84
모바일어플라이언스,087260,소프트웨어 개발 및 공급업,전자제품,41.38,89.44,4.77
피씨엘,241820,의료용품 및 기타 의약 관련제품 제조업,생명과학도구및서비스,38.27,19.44,12.79
호전실업,111110,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,N/A,N/A
서플러스글로벌,140070,기계장비 및 관련 물품 도매업,반도체와반도체장비,20.53,15.67,1.35
유바이오로직스,206650,의약품 제조업,생물공학,-54.63,N/A,N/A
에스앤디,260970,기타 식품 제조업,N/A,N/A,N/A,N/A
도부마스크,227420,기타 전문 도매업,N/A,N/A,N/A,N/A
한국비엔씨,256840,기초 의약물질 및 생물학적 제제 제조업,건강관리장비와용품,208.42,N/A,N/A
전우정밀,120780,자동차 신품 부품 제조업,N/A,N/A,N/A,N/A
피엔아이컴퍼니,242350,"영화, 비디오물, 방송프로그램 제작 및 배급업",N/A,N/A,N/A,N/A
퓨전,195440,소프트웨어 개발 및 공급업,소프트웨어,86.51,N/A,N/A
DSC인베스트먼트,241520,신탁업 및 집합투자업,창업투자,20.78,9.36,2.60
TS인베스트먼트,246690,신탁업 및 집합투자업,창업투자,20.78,15.96,2.20
셀젠텍,258250,소프트웨어 개발 및 공급업,N/A,N/A,N/A,N/A
마이크로프랜드,147760,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체와반도체장비,20.53,N/A,N/A
바이오프로테크,199290,의료용 기기 제조업,N/A,N/A,N/A,N/A
애니젠,196300,기초 의약물질 및 생물학적 제제 제조업,생물공학,-54.63,N/A,N/A
유니온커뮤니티,203450,통신 및 방송 장비 제조업,전자장비와기기,65.66,27.37,1.75
신라젠,215600,자연과학 및 공학 연구개발업,생물공학,-54.63,N/A,N/A
자비스,254120,특수 목적용 기계 제조업,기계,-29.49,N/A,N/A
핸즈코퍼레이션,143210,자동차 신품 부품 제조업,자동차부품,46.67,33.20,0.53
오션브릿지,241790,특수 목적용 기계 제조업,반도체와반도체장비,20.53,14.82,2.36
퓨쳐켐,220100,의약품 제조업,제약,99.58,N/A,N/A
뉴파워프라즈마,144960,특수 목적용 기계 제조업,반도체와반도체장비,20.53,17.09,1.69
엘앤케이바이오,156100,의료용 기기 제조업,건강관리장비와용품,208.42,N/A,N/A
스템랩,258540,자연과학 및 공학 연구개발업,N/A,N/A,N/A,N/A
시큐센,232830,소프트웨어 개발 및 공급업,N/A,N/A,N/A,N/A
에이치엔티,176440,전자부품 제조업,핸드셋,-202.00,N/A,N/A
핸디소프트,220180,소프트웨어 개발 및 공급업,소프트웨어,86.51,N/A,N/A
두산밥캣,241560,특수 목적용 기계 제조업,기계,-29.49,18.99,0.84
비플라이소프트,148780,소프트웨어 개발 및 공급업,N/A,N/A,N/A,N/A
삼성바이오로직스,207940,기초 의약물질 및 생물학적 제제 제조업,제약,99.58,148.76,11.75
클리오,237880,기타 화학제품 제조업,화장품,89.76,73.35,2.16
오가닉티코스메틱,900300,기타 금융업,화장품,89.76,3.22,0.13
얼라인드,238120,사진장비 및 광학기기 제조업,생명과학도구및서비스,38.27,N/A,N/A
세화피앤씨,252500,기타 화학제품 제조업,화장품,89.76,29.57,2.97
굿센,243870,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",N/A,N/A,N/A,N/A
인크로스,216050,광고업,광고,18.53,36.42,5.25
