회사명,종목코드,업종,업종1,업종2,PER,업종PER,PBR
광진실업,026910,1차 철강 제조업,KOSDAQ  코스닥 제조,FICS  금속 및 광물,-,265.86,1.06
인터엠,017250,영상 및 음향기기 제조업,KOSDAQ  코스닥 제조,FICS  전자 장비 및 기기,-,265.86,0.67
신대양제지,016590,"골판지, 종이 상자 및 종이용기 제조업","KSE  코스피 종이,목재",FICS  종이 및 목재,4.74,24.35,0.63
유양디앤유,011690,반도체 제조업,"KSE  코스피 전기,전자",FICS  전자 장비 및 기기,-,33.32,0.31
남해화학,025860,"비료, 농약 및 살균, 살충제 제조업",KSE  코스피 화학,FICS  화학,27.35,65.84,0.99
동원금속,018500,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,3.27,26.97,0.84
성안,011300,직물직조 및 직물제품 제조업,"KSE  코스피 섬유,의복",FICS  섬유 및 의복,-,48.70,0.95
성우하이텍,015750,자동차 신품 부품 제조업,KOSDAQ  코스닥 제조,FICS  자동차부품,16.07,265.86,0.58
대신정보통신,020180,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",KOSDAQ  코스닥 IT S/W & SVC,FICS  IT 서비스,41.43,63.90,2.40
서부T&D,006730,일반 및 생활 숙박시설 운영업,KOSDAQ,FICS  호텔 및 레저,"9,901.23",-,0.68
HMM,011200,해상 운송업,KSE  코스피 운수창고,FICS  해상운수,-,-,4.20
경인양행,012610,기초 화학물질 제조업,KSE  코스피 화학,FICS  화학,21.02,65.84,1.35
풀무원,017810,기타 식품 제조업,KSE  코스피 음식료품,FICS  식료품,208.13,30.82,1.81
서울도시가스,017390,연료용 가스 제조 및 배관공급업,KSE  코스피 전기가스업,FICS  가스,15.94,-,0.46
이구산업,025820,1차 비철금속 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,-,16.61,0.65
동신건설,025950,토목 건설업,KOSDAQ  코스닥 건설,FICS  건설,347.29,15.46,3.35
동화기업,025900,나무제품 제조업,KOSDAQ  코스닥 제조,FICS  종이 및 목재,41.93,265.86,2.09
에넥스,011090,가구 제조업,KSE  코스피 제조업,FICS  내구소비재,-,36.72,2.35
에이프로젠 KIC,007460,기타 금속 가공제품 제조업,KSE  코스피 기계,FICS  금속 및 광물,-,75.92,1.07
제이준코스메틱,025620,기타 화학제품 제조업,KSE  코스피 화학,FICS  개인생활용품,-,65.84,1.18
한국카본,017960,"구조용 금속제품, 탱크 및 증기발생기 제조업",KSE  코스피 기계,FICS  화학,29.43,75.92,1.57
신라에스지,025870,음·식료품 및 담배 도매업,KOSDAQ  코스닥 유통,FICS  식료품,100.81,428.28,4.62
케이씨피드,025880,동물용 사료 및 조제식품 제조업,KOSDAQ  코스닥 제조,FICS  식료품,-,265.86,0.77
한탑,002680,"곡물가공품, 전분 및 전분제품 제조업",KOSDAQ  코스닥 제조,FICS  식료품,-,265.86,1.40
한국선재,025550,1차 철강 제조업,KOSDAQ  코스닥 제조,FICS  금속 및 광물,32.50,265.86,0.93
대성엘텍,025440,영상 및 음향기기 제조업,KOSDAQ  코스닥 제조,FICS  자동차부품,-,265.86,3.56
시노펙스,025320,전자부품 제조업,KOSDAQ  코스닥 IT H/W,FICS  휴대폰 및 관련부품,47.36,79.95,3.48
PN풍년,024940,기타 금속 가공제품 제조업,KOSDAQ  코스닥 제조,FICS  내구소비재,8.70,265.86,1.23
삼천리자전거,024950,생활용품 도매업,KOSDAQ  코스닥 유통,FICS  레저용품,-,428.28,1.40
메디앙스,014100,기타 화학제품 제조업,KOSDAQ  코스닥 제조,FICS  개인생활용품,1.53,265.86,0.57
KBI메탈,024840,1차 비철금속 제조업,KOSDAQ  코스닥 제조,FICS  전기장비,12.03,265.86,0.86
경창산업,024910,자동차 신품 부품 제조업,KOSDAQ  코스닥 제조,FICS  자동차부품,-,265.86,1.32
대륙제관,004780,기타 금속 가공제품 제조업,KOSDAQ  코스닥 제조,FICS  용기 및 포장,15.27,265.86,0.77
동원개발,013120,건물 건설업,KOSDAQ  코스닥 건설,FICS  건설,5.41,15.46,0.59
세원물산,024830,자동차 신품 부품 제조업,KOSDAQ  코스닥 제조,FICS  자동차부품,4.00,265.86,0.28
이화전기,024810,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",KOSDAQ  코스닥 IT H/W,FICS  전기장비,"1,675.00",79.95,0.69
케이피에프,024880,기타 금속 가공제품 제조업,KOSDAQ  코스닥 제조,FICS  기계,11.00,265.86,0.50
KPX케미칼,025000,기초 화학물질 제조업,KSE  코스피 화학,FICS  화학,8.16,65.84,0.71
지코,010580,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,-,26.97,0.97
태평양물산,007980,봉제의복 제조업,"KSE  코스피 섬유,의복",FICS  섬유 및 의복,8.92,48.70,0.56
KB오토시스,024120,자동차 신품 부품 제조업,KOSDAQ  코스닥 제조,FICS  자동차부품,12.10,265.86,1.26
신원종합개발,017000,건물 건설업,KOSDAQ  코스닥 건설,FICS  건설,4.17,15.46,0.69
흥구석유,024060,기타 전문 도매업,KOSDAQ  코스닥 유통,FICS  석유 및 가스,12.44,428.28,1.33
대한약품,023910,의약품 제조업,KOSDAQ  코스닥 제조,FICS  제약,6.86,265.86,1.16
이화공영,001840,건물 건설업,KOSDAQ  코스닥 건설,FICS  건설,520.68,15.46,3.27
풍국주정,023900,알코올음료 제조업,KOSDAQ  코스닥 제조,FICS  음료,34.13,265.86,1.99
한국아트라스비엑스,023890,일차전지 및 축전지 제조업,KOSDAQ  코스닥 IT H/W,FICS  전자 장비 및 기기,11.64,79.95,0.97
대림제지,017650,기타 종이 및 판지 제품 제조업,KOSDAQ  코스닥 제조,FICS  종이 및 목재,40.14,265.86,0.66
대한광통신,010170,절연선 및 케이블 제조업,KOSDAQ  코스닥 제조,FICS  통신장비,-,265.86,1.56
동일철강,023790,1차 철강 제조업,KOSDAQ  코스닥 제조,FICS  금속 및 광물,10.27,265.86,0.58
플레이위드,023770,소프트웨어 개발 및 공급업,KOSDAQ  코스닥 IT S/W & SVC,FICS  게임 소프트웨어,8.47,63.90,4.33
한국캐피탈,023760,기타 금융업,KOSDAQ  코스닥 금융,FICS  소비자 금융,5.41,22.62,0.66
한일사료,005860,동물용 사료 및 조제식품 제조업,KOSDAQ  코스닥 제조,FICS  식료품,-,265.86,1.11
KC그린홀딩스,009440,기타 금융업,KSE  코스피 금융업,FICS  상업서비스,13.52,8.49,0.61
문배철강,008420,1차 철강 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,28.74,16.61,0.60
웅진,016880,기타 금융업,KSE  코스피 금융업,FICS  복합 산업,-,8.49,1.09
모베이스전자,012860,자동차 신품 부품 제조업,KOSDAQ  코스닥 제조,FICS  자동차부품,-,265.86,0.54
CNH,023460,신탁업 및 집합투자업,KOSDAQ  코스닥 금융,FICS  소비자 금융,6.61,22.62,0.96
국영지앤엠,006050,유리 및 유리제품 제조업,KOSDAQ  코스닥 제조,FICS  건축자재,83.25,265.86,1.69
유진기업,023410,"시멘트, 석회, 플라스터 및 그 제품 제조업",KOSDAQ  코스닥 제조,FICS  건축소재,19.52,265.86,0.49
제일제강,023440,1차 철강 제조업,KOSDAQ  코스닥 제조,FICS  금속 및 광물,-,265.86,1.52
보성파워텍,006910,"구조용 금속제품, 탱크 및 증기발생기 제조업",KOSDAQ  코스닥 제조,FICS  전기장비,108.39,265.86,1.14
브이티지엠피,018290,컴퓨터 및 주변장치 제조업,KOSDAQ  코스닥 제조,FICS  개인생활용품,86.53,265.86,2.63
태광,023160,1차 철강 제조업,KOSDAQ  코스닥 제조,FICS  기계,17.72,265.86,0.43
오뚜기,007310,기타 식품 제조업,KSE  코스피 음식료품,FICS  식료품,21.48,30.82,1.39
일정실업,008500,편조원단 제조업,"KSE  코스피 섬유,의복",FICS  자동차부품,-,48.70,0.61
한라,014790,토목 건설업,KSE  코스피 건설업,FICS  건설,101.82,7.51,0.96
영신금속,007530,기타 금속 가공제품 제조업,KOSDAQ  코스닥 제조,FICS  자동차부품,7.74,265.86,1.05
엘에스일렉트릭,010120,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","KSE  코스피 전기,전자",FICS  전기장비,18.25,33.32,1.37
신라섬유,001000,가전제품 및 정보통신장비 소매업,KOSDAQ  코스닥 유통,FICS  무선통신,328.71,428.28,5.17
원일특강,012620,1차 철강 제조업,KOSDAQ  코스닥 제조,FICS  금속 및 광물,4.33,265.86,0.37
서한,011370,건물 건설업,KOSDAQ  코스닥 건설,FICS  건설,15.42,15.46,0.50
대양금속,009190,1차 철강 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,30.37,16.61,2.10
이화산업,000760,기타 전문 도매업,KSE  코스피 유통업,FICS  화학,-,31.64,0.46
동원시스템즈,014820,플라스틱제품 제조업,KSE  코스피 화학,FICS  용기 및 포장,39.28,65.84,3.30
바른손,018700,"영화, 비디오물, 방송프로그램 제작 및 배급업","KOSDAQ  코스닥 오락, 문화",FICS  개인생활용품,-,-,1.75
부방,014470,기타 금융업,KOSDAQ  코스닥 금융,FICS  내구소비재,-,22.62,0.74
삼성중공업,010140,선박 및 보트 건조업,KSE  코스피 운수장비,FICS  조선,-,26.97,0.65
모토닉,009680,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,40.11,26.97,1.07
화신,010690,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,29.29,26.97,0.64
대명소노시즌,007720,상품 종합 도매업,KOSDAQ  코스닥 유통,FICS  도소매,1.97,428.28,0.76
대양제지,006580,"펄프, 종이 및 판지 제조업",KOSDAQ  코스닥 제조,FICS  종이 및 목재,3.72,265.86,0.63
유니크,011320,자동차 신품 부품 제조업,KOSDAQ  코스닥 제조,FICS  자동차부품,42.64,265.86,1.76
진로발효,018120,알코올음료 제조업,KOSDAQ  코스닥 제조,FICS  음료,15.62,265.86,2.58
청보산업,013720,자동차 신품 부품 제조업,KOSDAQ  코스닥 제조,FICS  자동차부품,298.43,265.86,4.15
삼보산업,009620,1차 비철금속 제조업,KOSDAQ  코스닥 제조,FICS  금속 및 광물,-,265.86,2.82
푸드웰,005670,"과실, 채소 가공 및 저장 처리업",KOSDAQ  코스닥 제조,FICS  식료품,2.24,265.86,0.89
푸른저축은행,007330,은행 및 저축기관,KOSDAQ  코스닥 금융,FICS  상호저축은행,5.53,22.62,0.50
피제이전자,006140,의료용 기기 제조업,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,22.41,265.86,1.02
베뉴지,019010,종합 소매업,KOSDAQ  코스닥 유통,FICS  백화점,23.74,428.28,0.32
엠에스씨,009780,기타 식품 제조업,KOSDAQ  코스닥 제조,FICS  식료품,7.58,265.86,0.99
삼화페인트공업,000390,기타 화학제품 제조업,KSE  코스피 화학,FICS  건축자재,88.23,65.84,1.06
행남사,008800,기타 식품 제조업,KOSDAQ  코스닥 제조,FICS  식료품,-,265.86,2.64
경동나비엔,009450,가정용 기기 제조업,"KSE  코스피 전기,전자",FICS  내구소비재,22.30,33.32,2.06
대동금속,020400,금속 주조업,KOSDAQ  코스닥 제조,FICS  자동차부품,"32,300.00",265.86,0.72
광림,014200,자동차용 엔진 및 자동차 제조업,KOSDAQ  코스닥 제조,FICS  기계,-,265.86,1.13
대원산업,005710,자동차 신품 부품 제조업,KOSDAQ  코스닥 제조,FICS  자동차부품,2.99,265.86,0.38
큐캐피탈,016600,기타 금융업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,14.82,22.62,0.66
한국가구,004590,생활용품 도매업,KOSDAQ  코스닥 유통,FICS  식료품,15.72,428.28,0.92
포비스티앤씨,016670,기타 전문 도매업,KOSDAQ  코스닥 유통,FICS  일반 소프트웨어,-,428.28,0.79
중앙에너비스,000440,기타 전문 도매업,KOSDAQ  코스닥 유통,FICS  석유 및 가스,86.73,428.28,1.02
DB,012030,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",KSE  코스피 서비스업,FICS  IT 서비스,37.83,62.18,0.70
SGC에너지,005090,전기업,KSE  코스피 전기가스업,FICS  용기 및 포장,-,-,0.65
삼륭물산,014970,"골판지, 종이 상자 및 종이용기 제조업",KOSDAQ  코스닥 제조,FICS  용기 및 포장,216.60,265.86,1.80
대림비앤코,005750,"내화, 비내화 요업제품 제조업",KSE  코스피 비금속광물,FICS  건축자재,43.16,41.94,0.59
경동제약,011040,의약품 제조업,KOSDAQ  코스닥 제조,FICS  제약,13.02,265.86,1.06
원풍,008370,플라스틱제품 제조업,KOSDAQ  코스닥 제조,FICS  화학,27.71,265.86,0.73
네이처셀,007390,기초 의약물질 및 생물학적 제제 제조업,KOSDAQ  코스닥 제조,FICS  음료,505.71,265.86,5.96
삼일기업공사,002290,건물 건설업,KOSDAQ  코스닥 건설,FICS  건설,15.60,15.46,0.87
일지테크,019540,자동차 신품 부품 제조업,KOSDAQ  코스닥 제조,FICS  자동차부품,-,265.86,0.45
한일화학,007770,기초 화학물질 제조업,KOSDAQ  코스닥 제조,FICS  화학,24.19,265.86,0.43
한국알콜,017890,기타 화학제품 제조업,KOSDAQ  코스닥 제조,FICS  화학,8.93,265.86,0.85
대주산업,003310,동물용 사료 및 조제식품 제조업,KOSDAQ  코스닥 제조,FICS  식료품,38.67,265.86,1.34
글로본,019660,상품 종합 도매업,KOSDAQ  코스닥 유통,FICS  개인생활용품,-,428.28,5.43
대한해운,005880,해상 운송업,KSE  코스피 운수창고,FICS  해상운수,8.81,-,0.95
메리츠증권,008560,금융 지원 서비스업,KSE  코스피 증권,FICS  증권,4.82,8.06,0.67
세명전기,017510,기타 금속 가공제품 제조업,KOSDAQ  코스닥 제조,FICS  전기장비,18.98,265.86,0.91
휴니드테크놀러지스,005870,통신 및 방송 장비 제조업,"KSE  코스피 전기,전자",FICS  통신장비,11.91,33.32,0.78
수산중공업,017550,특수 목적용 기계 제조업,KSE  코스피 기계,FICS  기계,"1,840.15",75.92,2.66
에이티넘인베스트,021080,신탁업 및 집합투자업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,17.21,22.62,1.46
롯데케미칼,011170,기초 화학물질 제조업,KSE  코스피 화학,FICS  화학,13.95,65.84,0.76
대동기어,008830,특수 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  기계,-,265.86,0.60
세아베스틸,001430,1차 철강 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,30.12,16.61,0.28
호텔신라,008770,기타 상품 전문 소매업,KSE  코스피 유통업,FICS  도소매,19.35,31.64,3.21
태경비케이,014580,"시멘트, 석회, 플라스터 및 그 제품 제조업",KSE  코스피 비금속광물,FICS  건축소재,31.26,41.94,0.95
화승알앤에이,013520,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,8.89,26.97,0.78
신흥,004080,기계장비 및 관련 물품 도매업,KSE  코스피 유통업,FICS  의료 장비 및 서비스,55.88,31.64,1.29
화승인더스트리,006060,플라스틱제품 제조업,KSE  코스피 화학,FICS  섬유 및 의복,6.63,65.84,1.16
극동유화,014530,석유 정제품 제조업,KSE  코스피 화학,FICS  석유 및 가스,8.33,65.84,0.69
고려산업,002140,"곡물가공품, 전분 및 전분제품 제조업",KSE  코스피 음식료품,FICS  식료품,22.58,30.82,1.05
피에스텍,002230,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",KOSDAQ  코스닥 제조,FICS  전기장비,38.66,265.86,0.67
대현,016090,봉제의복 제조업,"KSE  코스피 섬유,의복",FICS  섬유 및 의복,5.72,48.70,0.48
케이비아이동국실업,001620,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,-,26.97,0.34
광명전기,017040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","KSE  코스피 전기,전자",FICS  전기장비,11.85,33.32,0.97
부산산업,011390,"시멘트, 석회, 플라스터 및 그 제품 제조업",KSE  코스피 비금속광물,FICS  건축소재,37.32,41.94,2.60
STX,011810,상품 종합 도매업,KSE  코스피 유통업,FICS  무역,-,31.64,2.00
고려아연,010130,1차 비철금속 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,12.37,16.61,1.16
코센,009730,1차 철강 제조업,KOSDAQ  코스닥 제조,FICS  금속 및 광물,-,265.86,3.97
센트럴인사이트,012600,일반 목적용 기계 제조업,KSE  코스피 기계,FICS  컴퓨터 및 주변기기,-,75.92,8.21
우리들제약,004720,의약품 제조업,KSE  코스피 의약품,FICS  제약,385.06,140.79,2.05
무림페이퍼,009200,"펄프, 종이 및 판지 제조업","KSE  코스피 종이,목재",FICS  종이 및 목재,-,24.35,0.28
현대차증권,001500,금융 지원 서비스업,KSE  코스피 증권,FICS  증권,5.53,8.06,0.50
금비,008870,유리 및 유리제품 제조업,KSE  코스피 비금속광물,FICS  용기 및 포장,-,41.94,0.67
대동전자,008110,통신 및 방송 장비 제조업,"KSE  코스피 전기,전자",FICS  전자 장비 및 기기,13.46,33.32,0.41
원림,005820,직물직조 및 직물제품 제조업,"KSE  코스피 섬유,의복",FICS  용기 및 포장,14.72,48.70,0.48
서흥,008490,기타 화학제품 제조업,KSE  코스피 화학,FICS  제약,19.91,65.84,2.04
성문전자,014910,전자부품 제조업,"KSE  코스피 전기,전자",FICS  전기장비,-,33.32,1.37
넥스트사이언스,003580,기타 비금속광물 광업,KSE,FICS  건축소재,-,-,1.87
일진홀딩스,015860,기타 금융업,KSE  코스피 금융업,FICS  전기장비,21.34,8.49,0.89
대영포장,014160,"골판지, 종이 상자 및 종이용기 제조업","KSE  코스피 종이,목재",FICS  용기 및 포장,17.53,24.35,1.21
영화금속,012280,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,412.22,26.97,1.46
신풍제약,019170,의약품 제조업,KSE  코스피 의약품,FICS  제약,809.58,140.79,19.60
동성제약,002210,의약품 제조업,KSE  코스피 의약품,FICS  제약,-,140.79,4.59
카스,016920,기계장비 및 관련 물품 도매업,KOSDAQ  코스닥 유통,FICS  기계,20.13,428.28,1.27
키위미디어그룹,012170,"영화, 비디오물, 방송프로그램 제작 및 배급업",KSE  코스피 서비스업,FICS  미디어,-,62.18,-
한올바이오파마,009420,의약품 제조업,KSE  코스피 의약품,FICS  제약,70.56,140.79,9.41
하이록코리아,013030,1차 철강 제조업,KOSDAQ  코스닥 제조,FICS  기계,16.16,265.86,0.61
유니켐,011330,"가죽, 가방 및 유사제품 제조업",KSE  코스피 제조업,FICS  섬유 및 의복,6.53,36.72,1.15
대창,012800,1차 비철금속 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,27.30,16.61,0.71
국보,001140,도로 화물 운송업,KSE  코스피 운수창고,FICS  육상운수,-,-,2.25
일성건설,013360,토목 건설업,KSE  코스피 건설업,FICS  건설,38.42,7.51,0.78
까뮤이앤씨,013700,건물 건설업,KSE  코스피 건설업,FICS  건설,10.62,7.51,1.99
보락,002760,기타 화학제품 제조업,KSE  코스피 화학,FICS  식료품,198.98,65.84,2.94
선도전기,007610,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","KSE  코스피 전기,전자",FICS  전기장비,-,33.32,0.66
씨아이테크,004920,그외 기타 제품 제조업,KSE  코스피 제조업,FICS  IT 서비스,-,36.72,0.50
광동제약,009290,의약품 제조업,KSE  코스피 의약품,FICS  제약,20.89,140.79,1.01
갤럭시아에스엠,011420,스포츠 서비스업,KSE  코스피 서비스업,FICS  미디어,-,62.18,1.87
남성,004270,기타 전문 도매업,KSE  코스피 유통업,FICS  전자 장비 및 기기,-,31.64,1.45
KISCO홀딩스,001940,1차 철강 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,6.08,16.61,0.33
태영건설,009410,토목 건설업,KSE  코스피 건설업,FICS  건설,10.77,7.51,0.83
한국특수형강,007280,1차 철강 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,-,16.61,0.90
한솔로지스틱스,009180,기타 운송관련 서비스업,KSE  코스피 운수창고,FICS  육상운수,13.07,-,1.64
삼양통상,002170,"가죽, 가방 및 유사제품 제조업",KSE  코스피 제조업,FICS  섬유 및 의복,4.28,36.72,0.56
SK텔레콤,017670,전기 통신업,KSE  코스피 통신업,FICS  무선통신,22.46,16.62,0.81
진양폴리우레탄,010640,플라스틱제품 제조업,KSE  코스피 화학,FICS  화학,4.18,65.84,1.19
미창석유공업,003650,석유 정제품 제조업,KSE  코스피 화학,FICS  화학,6.30,65.84,0.41
삼익THK,004380,일반 목적용 기계 제조업,KSE  코스피 기계,FICS  기계,79.10,75.92,1.36
미원상사,002840,기타 화학제품 제조업,KSE  코스피 화학,FICS  화학,21.25,65.84,2.97
서연,007860,기타 금융업,KSE  코스피 금융업,FICS  자동차부품,-,8.49,0.44
SBI인베스트먼트,019550,신탁업 및 집합투자업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,19.36,22.62,2.31
세우글로벌,013000,기타 전문 도매업,KSE  코스피 유통업,FICS  화학,109.85,31.64,2.16
현대모비스,012330,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,13.64,26.97,0.95
쎌마테라퓨틱스,015540,기타 사업지원 서비스업,KSE  코스피 서비스업,FICS  도소매,-,62.18,21.36
KG케미칼,001390,기초 화학물질 제조업,KSE  코스피 화학,FICS  IT 서비스,2.96,65.84,0.85
대우부품,009320,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,-,26.97,3.68
현대해상,001450,보험업,KSE  코스피 보험,FICS  보험,6.88,10.73,0.41
현대그린푸드,005440,종합 소매업,KSE  코스피 유통업,FICS  호텔 및 레저,15.71,31.64,0.48
한국전력공사,015760,전기업,KSE  코스피 전기가스업,FICS  전력,-,-,0.23
국도화학,007690,기초 화학물질 제조업,KSE  코스피 화학,FICS  화학,8.78,65.84,0.57
녹십자,006280,의약품 제조업,KSE  코스피 의약품,FICS  제약,-,140.79,4.76
SIMPAC,009160,특수 목적용 기계 제조업,KSE  코스피 기계,FICS  기계,20.72,75.92,0.43
윌비스,008600,생활용품 도매업,KSE  코스피 유통업,FICS  섬유 및 의복,-,31.64,0.86
대창단조,015230,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  기계,6.94,26.97,0.54
사조산업,007160,어로 어업,KSE,FICS  식료품,-,-,0.45
한익스프레스,014130,도로 화물 운송업,KSE  코스피 운수창고,FICS  육상운수,13.25,-,1.06
사조동아원,008040,"곡물가공품, 전분 및 전분제품 제조업",KSE  코스피 음식료품,FICS  식료품,172.60,30.82,0.77
경인전자,009140,전자부품 제조업,"KSE  코스피 전기,전자",FICS  전자 장비 및 기기,209.09,33.32,0.87
무림P&P,009580,"펄프, 종이 및 판지 제조업","KSE  코스피 종이,목재",FICS  종이 및 목재,32.35,24.35,0.53
인디에프,014990,봉제의복 제조업,"KSE  코스피 섬유,의복",FICS  섬유 및 의복,-,48.70,1.35
한솔피엔에스,010420,기타 전문 도매업,KSE  코스피 유통업,FICS  종이 및 목재,11.85,31.64,0.91
디와이,013570,기타 금융업,KSE  코스피 금융업,FICS  기계,8.95,8.49,0.40
방림,003610,직물직조 및 직물제품 제조업,"KSE  코스피 섬유,의복",FICS  섬유 및 의복,17.56,48.70,0.44
큐로,015590,일반 목적용 기계 제조업,KSE  코스피 기계,FICS  기계,38.11,75.92,1.30
한솔케미칼,014680,기초 화학물질 제조업,KSE  코스피 화학,FICS  화학,29.46,65.84,5.65
퍼스텍,010820,무기 및 총포탄 제조업,KSE  코스피 기계,FICS  상업서비스,-,75.92,3.99
리더스 기술투자,019570,신탁업 및 집합투자업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,-,22.62,1.79
엠벤처투자,019590,신탁업 및 집합투자업,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,8.29,22.62,1.76
동원산업,006040,어로 어업,KSE,FICS  식료품,20.27,-,0.91
대덕,008060,기타 금융업,KSE  코스피 금융업,FICS  창업투자 및 종금,8.82,8.49,0.53
한성기업,003680,수산물 가공 및 저장 처리업,KSE  코스피 음식료품,FICS  식료품,-,30.82,0.88
모헨즈,006920,"시멘트, 석회, 플라스터 및 그 제품 제조업",KOSDAQ  코스닥 제조,FICS  건축소재,99.24,265.86,2.39
이스타코,015020,부동산 임대 및 공급업,KSE  코스피 서비스업,FICS  미디어,2.97,62.18,0.64
태림포장,011280,"골판지, 종이 상자 및 종이용기 제조업","KSE  코스피 종이,목재",FICS  용기 및 포장,19.99,24.35,1.19
아세아제지,002310,"골판지, 종이 상자 및 종이용기 제조업","KSE  코스피 종이,목재",FICS  종이 및 목재,6.30,24.35,0.66
화천기계,010660,특수 목적용 기계 제조업,KSE  코스피 기계,FICS  기계,-,75.92,0.42
CJ씨푸드,011150,기타 식품 제조업,KSE  코스피 음식료품,FICS  식료품,90.43,30.82,2.57
신화실업,001770,1차 철강 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,32.60,16.61,0.92
조일알미늄,018470,1차 비철금속 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,-,16.61,0.37
에스엘,005850,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,13.28,26.97,0.90
영원무역홀딩스,009970,기타 금융업,KSE  코스피 금융업,FICS  섬유 및 의복,4.43,8.49,0.39
더존비즈온,012510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",KSE  코스피 서비스업,FICS  일반 소프트웨어,65.90,62.18,8.84
보령제약,003850,의약품 제조업,KSE  코스피 의약품,FICS  제약,30.33,140.79,3.28
폴루스바이오팜,007630,상품 중개업,KSE  코스피 유통업,FICS  통신장비,-,31.64,0.81
이건산업,008250,나무제품 제조업,"KSE  코스피 종이,목재",FICS  종이 및 목재,145.10,24.35,0.63
모나리자,012690,기타 종이 및 판지 제품 제조업,"KSE  코스피 종이,목재",FICS  가정생활용품,71.69,24.35,2.67
대구백화점,006370,종합 소매업,KSE  코스피 유통업,FICS  백화점,-,31.64,0.29
우성사료,006980,"곡물가공품, 전분 및 전분제품 제조업",KSE  코스피 음식료품,FICS  식료품,8.31,30.82,0.55
유성기업,002920,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,5.10,26.97,0.32
한일철강,002220,1차 철강 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,-,16.61,0.31
삼익악기,002450,악기 제조업,KSE  코스피 제조업,FICS  레저용품,9.98,36.72,0.57
화성산업,002460,건물 건설업,KSE  코스피 건설업,FICS  건설,19.15,7.51,0.39
디티알오토모티브,007340,일차전지 및 축전지 제조업,"KSE  코스피 전기,전자",FICS  자동차부품,4.19,33.32,0.46
보해양조,000890,알코올음료 제조업,KSE  코스피 음식료품,FICS  음료,-,30.82,1.45
상상인증권,001290,금융 지원 서비스업,KSE  코스피 증권,FICS  증권,-,8.06,0.71
혜인,003010,기계장비 및 관련 물품 도매업,KSE  코스피 유통업,FICS  기계,14.59,31.64,0.61
금강공업,014280,1차 철강 제조업,KSE  코스피 철강및금속,FICS  건축자재,-,16.61,0.49
엔케이물산,009810,기타 전문 도매업,KSE  코스피 유통업,FICS  미디어,-,31.64,0.59
율촌화학,008730,플라스틱제품 제조업,KSE  코스피 화학,FICS  용기 및 포장,36.29,65.84,1.93
신원,009270,봉제의복 제조업,"KSE  코스피 섬유,의복",FICS  섬유 및 의복,87.66,48.70,0.59
동방,004140,기타 운송관련 서비스업,KSE  코스피 운수창고,FICS  운송인프라,-,-,2.16
한국쉘석유,002960,석유 정제품 제조업,KSE  코스피 화학,FICS  화학,15.49,65.84,3.33
부광약품,003000,의약품 제조업,KSE  코스피 의약품,FICS  제약,-,140.79,4.05
풍산홀딩스,005810,기타 금융업,KSE  코스피 금융업,FICS  금속 및 광물,11.72,8.49,0.38
