,회사명,종목코드,업종,업종2,업종PER,PER,PBR
1550,인탑스,049070,통신 및 방송 장비 제조업,핸드셋,-202.0,23.10,1.29
1551,KT서브마린,060370,전기 및 통신 공사업,건설,7.01,13.57,1.02
1552,피씨디렉트,051380,기계장비 및 관련 물품 도매업,컴퓨터와주변기기,-34.95,16.17,2.27
1553,현진소재,053660,기타 금속 가공제품 제조업,조선,-22.0,,
1554,광주신세계,037710,종합 소매업,백화점과일반상점,-28.81,5.83,0.36
1555,구영테크,053270,자동차 신품 부품 제조업,자동차부품,46.67,28.65,1.29
1556,한국기업평가,034950,기타 사업지원 서비스업,상업서비스와공급품,24.9,20.47,4.51
1557,뉴보텍,060260,플라스틱제품 제조업,건축제품,-47.58,21.60,1.68
1558,동양에스텍,060380,1차 철강 제조업,철강,41.6,36.21,0.98
1559,백금T&A,046310,통신 및 방송 장비 제조업,전자장비와기기,65.66,28.29,1.26
1560,슈펙스비앤피,058530,생활용품 도매업,판매업체,-13.71,,0.30
1561,고려신용정보,049720,기타 사업지원 서비스업,상업서비스와공급품,24.9,10.80,3.38
1562,제일바이오,052670,의약품 제조업,제약,99.58,297.83,2.54
1563,서울반도체,046890,반도체 제조업,디스플레이장비및부품,86.49,53.72,1.7
1564,아가방컴퍼니,013990,생활용품 도매업,"섬유,의류,신발,호화품",33.35,,0.88
1565,일야,058450,통신 및 방송 장비 제조업,핸드셋,-202.0,,1.02
1566,미코,059090,반도체 제조업,반도체와반도체장비,20.53,60.45,5.15
1567,아래스,050320,기계장비 및 관련 물품 도매업,전자장비와기기,65.66,14.56,5.24
1568,유신,054930,"건축기술, 엔지니어링 및 관련 기술 서비스업",건설,7.01,,0.58
1569,프럼파스트,035200,플라스틱제품 제조업,건축제품,-47.58,31.64,1.1
1570,한국컴퓨터,054040,전자부품 제조업,디스플레이장비및부품,86.49,6.65,0.52
1571,대동스틸,048470,1차 철강 제조업,철강,41.6,161.23,0.82
1572,레드로버,060300,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송과엔터테인먼트,-19.04,,5.20
1573,링네트,042500,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT서비스,24.96,15.40,1.21
1574,제이웨이,058420,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송과엔터테인먼트,-19.04,,0.50
1575,큐로컴,040350,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT서비스,24.96,,3.29
1576,팬스타엔터프라이즈,054300,일반 목적용 기계 제조업,자동차부품,46.67,39.23,0.94
1577,한빛소프트,047080,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,13.00,4.29
1578,일진디스플,020760,반도체 제조업,디스플레이패널,-3.72,,2.97
1579,NHN한국사이버결제,060250,기타 정보 서비스업,IT서비스,24.96,53.17,8.35
1580,금강철강,053260,1차 철강 제조업,철강,41.6,16.04,0.51
1581,룽투코리아,060240,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,80.63,1.79
1582,포스링크,056730,기타 전문 도매업,전문소매,-15.23,,
1583,동아화성,041930,고무제품 제조업,자동차부품,46.67,57.74,1.91
1584,비츠로시스,054220,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",IT서비스,24.96,3.19,185.31
1585,오리엔탈정공,014940,일반 목적용 기계 제조업,조선,-22.0,6.29,2.54
1586,필룩스,033180,전자부품 제조업,전기제품,206.26,,1.43
1587,크로바하이텍,043590,반도체 제조업,전기제품,206.26,,1.88
1588,리노공업,058470,전자부품 제조업,반도체와반도체장비,20.53,38.37,7.13
1589,성우테크론,045300,전자부품 제조업,반도체와반도체장비,20.53,17.20,1.01
1590,에스에프에이,056190,특수 목적용 기계 제조업,기계,-29.49,11.89,1.48
1591,신화인터텍,056700,플라스틱제품 제조업,디스플레이장비및부품,86.49,53.33,1.04
1592,엑사이엔씨,054940,실내건축 및 건축마무리 공사업,반도체와반도체장비,20.53,250.83,0.79
1593,평화정공,043370,자동차 신품 부품 제조업,자동차부품,46.67,45.28,0.43
1594,종근당바이오,063160,의약품 제조업,제약,99.58,36.83,2.32
1595,APS홀딩스,054620,기타 금융업,디스플레이장비및부품,86.49,86.02,0.65
1596,코위버,056360,통신 및 방송 장비 제조업,통신장비,-92.63,8.83,0.78
1597,성호전자,043260,전자부품 제조업,전기제품,206.26,20.68,1.26
1598,UCI,038340,일반 교습 학원,교육서비스,-19.84,,0.82
1599,YW,051390,상품 종합 도매업,판매업체,-13.71,22.93,0.46
1600,삼영엠텍,054540,"구조용 금속제품, 탱크 및 증기발생기 제조업",기계,-29.49,8.08,0.76
1601,이니텍,053350,소프트웨어 개발 및 공급업,소프트웨어,86.51,,0.85
1602,에이디칩스,054630,그외 기타 제품 제조업,전자제품,41.38,,2.34
1603,유진로봇,056080,특수 목적용 기계 제조업,가정용기기와용품,15.82,,2.82
1604,태웅,044490,기타 금속 가공제품 제조업,기계,-29.49,,0.48
1605,경남제약,053950,의약품 제조업,제약,99.58,,2.24
1606,삼보모터스,053700,자동차 신품 부품 제조업,자동차부품,46.67,,0.62
1607,한컴위드,054920,소프트웨어 개발 및 공급업,소프트웨어,86.51,6.28,1.82
1608,코미팜,041960,의약품 제조업,제약,99.58,,9.81
1609,프리엠스,053160,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",기계,-29.49,167.55,1.93
1610,코나아이,052400,소프트웨어 개발 및 공급업,전자장비와기기,65.66,403.45,5.45
1611,메디콕스,054180,선박 및 보트 건조업,조선,-22.0,,1.85
1612,SGA,049470,소프트웨어 개발 및 공급업,소프트웨어,86.51,,1.25
1613,지에스이,053050,연료용 가스 제조 및 배관공급업,가스유틸리티,19.09,13.73,0.64
1614,큐브앤컴퍼니,043090,기타 전문 도매업,제약,99.58,,3.38
1615,소리바다,053110,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",방송과엔터테인먼트,-19.04,,0.84
1616,아이디스홀딩스,054800,기타 전문 서비스업,전자장비와기기,65.66,,0.61
1617,코데즈컴바인,047770,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,23.28,2.3
1618,안랩,053800,소프트웨어 개발 및 공급업,소프트웨어,86.51,42.24,3.45
1619,신한지주,055550,기타 금융업,은행,4.87,4.73,0.4
1620,YTN,040300,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송과엔터테인먼트,-19.04,33.12,1.02
1621,CMG제약,058820,의약품 제조업,제약,99.58,227.05,3.78
1622,JYP Ent.,035900,오디오물 출판 및 원판 녹음업,방송과엔터테인먼트,-19.04,39.91,6.3
1623,한국테크놀로지,053590,자동차 신품 부품 제조업,기계,-29.49,,2.91
1624,KCC건설,021320,건물 건설업,건설,7.01,6.08,0.46
1625,세동,053060,자동차 신품 부품 제조업,자동차부품,46.67,,0.98
1626,프로텍,053610,특수 목적용 기계 제조업,반도체와반도체장비,20.53,40.49,1.55
1627,액토즈소프트,052790,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,5.62,0.64
1628,세코닉스,053450,사진장비 및 광학기기 제조업,전자장비와기기,65.66,,0.97
1629,바이넥스,053030,의약품 제조업,제약,99.58,74.77,5.77
1630,오성첨단소재,052420,플라스틱제품 제조업,디스플레이장비및부품,86.49,13.83,1.62
1631,코웨이,021240,그외 기타 개인 서비스업,가정용기기와용품,15.82,14.80,3.63
1632,태양,053620,기타 금속 가공제품 제조업,가정용품,14.53,10.65,0.54
1633,W홀딩컴퍼니,052300,기타 운송관련 서비스업,건축제품,-47.58,6.80,0.75
1634,유아이엘,049520,전자부품 제조업,핸드셋,-202.0,9.94,0.47
1635,대원미디어,048910,기타 전문 도매업,방송과엔터테인먼트,-19.04,60.09,1.99
1636,센트럴바이오,051980,플라스틱제품 제조업,건축자재,36.34,,3.58
1637,세아홀딩스,058650,1차 철강 제조업,철강,41.6,38.11,0.14
1638,CJ프레시웨이,051500,음·식료품 및 담배 도매업,식품과기본식료품소매,128.99,49.11,1.26
1639,파인디앤씨,049120,전자부품 제조업,디스플레이장비및부품,86.49,,0.99
1640,디지아이,043360,컴퓨터 및 주변장치 제조업,컴퓨터와주변기기,-34.95,,0.52
1641,코텍,052330,영상 및 음향기기 제조업,디스플레이패널,-3.72,52.95,0.45
1642,한네트,052600,전기 통신업,IT서비스,24.96,67.27,2.45
1643,에스티큐브,052020,기계장비 및 관련 물품 도매업,전자장비와기기,65.66,,11.06
1644,에이치엘비파워,043220,특수 목적용 기계 제조업,기계,-29.49,108.18,2.56
1645,스카이문스테크놀로지,033790,통신 및 방송 장비 제조업,통신장비,-92.63,,0.70
1646,큐로홀딩스,051780,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송과엔터테인먼트,-19.04,,1.55
1647,이에스에이,052190,창작 및 예술관련 서비스업,방송과엔터테인먼트,-19.04,,0.38
1648,나라엠앤디,051490,특수 목적용 기계 제조업,기계,-29.49,81.51,2.02
1649,에코바이오,038870,사업시설 유지·관리 서비스업,독립전력생산및에너지거래,17.8,17.81,1.7
1650,에이텍,045660,컴퓨터 및 주변장치 제조업,컴퓨터와주변기기,-34.95,33.61,3.21
1651,대아티아이,045390,기타 전기장비 제조업,IT서비스,24.96,554.00,3.97
1652,캠시스,050110,전자부품 제조업,핸드셋,-202.0,99.18,1.84
1653,현대바이오랜드,052260,기타 화학제품 제조업,화장품,89.76,65.76,2.36
1654,SFA반도체,036540,반도체 제조업,반도체와반도체장비,20.53,74.11,3.4
1655,LG생활건강,051900,기타 화학제품 제조업,화장품,89.76,37.46,6.0
1656,LG화학,051910,기초 화학물질 제조업,화학,69.0,89.69,4.05
1657,대우건설,047040,건물 건설업,건설,7.01,13.35,0.96
1658,포스코인터내셔널,047050,상품 중개업,무역회사와판매업체,12.09,12.19,0.85
1659,대우조선해양,042660,선박 및 보트 건조업,조선,-22.0,16.37,0.71
1660,두산인프라코어,042670,특수 목적용 기계 제조업,기계,-29.49,10.95,0.73
1661,삼표시멘트,038500,기타 비금속 광물제품 제조업,건축자재,36.34,32.45,0.78
1662,진양화학,051630,플라스틱제품 제조업,화학,69.0,203.06,1.58
1663,SM C&C,048550,광고업,광고,18.53,42.73,1.34
1664,승일,049830,기타 금속 가공제품 제조업,포장재,16.84,61.81,0.37
1665,조광ILI,044060,일반 목적용 기계 제조업,기계,-29.49,23.99,1.64
1666,피에스엠씨,024850,전자부품 제조업,반도체와반도체장비,20.53,611.57,2.90
1667,TPC,048770,일반 목적용 기계 제조업,기계,-29.49,193.91,2.13
1668,코메론,049430,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",기계,-29.49,7.11,0.51
1669,경남바이오파마,044480,고무제품 제조업,가정용품,14.53,,0.69
1670,삼화네트웍스,046390,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송과엔터테인먼트,-19.04,100.73,5.76
1671,성광벤드,014620,1차 철강 제조업,기계,-29.49,101.49,0.48
1672,유라테크,048430,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",자동차부품,46.67,32.38,1.12
1673,삼현철강,017480,1차 철강 제조업,철강,41.6,10.52,0.43
1674,오픈베이스,049480,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT서비스,24.96,93.64,1.54
1675,KCI,036670,기타 화학제품 제조업,화학,69.0,8.69,1.39
1676,라온시큐어,042510,소프트웨어 개발 및 공급업,소프트웨어,86.51,49.89,4.81
1677,오로라,039830,전문디자인업,레저용장비와제품,-33.68,225.12,0.86
1678,금화피에스시,036190,전기 및 통신 공사업,건설,7.01,5.45,0.67
1679,코다코,046070,자동차 신품 부품 제조업,자동차부품,46.67,,1.47
1680,인바디,041830,의료용 기기 제조업,건강관리장비와용품,208.42,17.80,1.7
1681,고려제약,014570,의약품 제조업,제약,99.58,12.98,1.71
1682,크린앤사이언스,045520,일반 목적용 기계 제조업,자동차부품,46.67,11.87,3.24
1683,포스코 ICT,022100,"건축기술, 엔지니어링 및 관련 기술 서비스업",IT서비스,24.96,32.77,3.1
1684,동원F&B,049770,기타 식품 제조업,식품,29.07,9.87,0.96
1685,럭슬,033600,자동차 신품 부품 제조업,자동차부품,46.67,,
1686,KD,044180,건물 건설업,건설,7.01,6.20,0.63
1687,이글벳,044960,기타 전문 도매업,제약,99.58,55.57,2.74
1688,아즈텍WB,032080,"섬유제품 염색, 정리 및 마무리 가공업","섬유,의류,신발,호화품",33.35,16.94,0.49
1689,두산중공업,034020,일반 목적용 기계 제조업,기계,-29.49,,1.08
1690,오리콤,010470,광고업,광고,18.53,32.92,0.81
1691,위닉스,044340,가정용 기기 제조업,가정용기기와용품,15.82,11.77,2.25
1692,상지카일룸,042940,건물 건설업,건설,7.01,,1.16
1693,한국내화,010040,"내화, 비내화 요업제품 제조업",비철금속,21.86,100.00,0.62
1694,엔피케이,048830,합성고무 및 플라스틱 물질 제조업,화학,69.0,,0.91
1695,삼천당제약,000250,의약품 제조업,제약,99.58,128.60,8.41
1696,에이치케이,044780,특수 목적용 기계 제조업,기계,-29.49,53.79,0.66
1697,정원엔시스,045510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT서비스,24.96,71.20,1.46
1698,한양이엔지,045100,"건축기술, 엔지니어링 및 관련 기술 서비스업",건설,7.01,6.84,0.81
1699,누리텔레콤,040160,소프트웨어 개발 및 공급업,소프트웨어,86.51,8.07,1.36
1700,에쎈테크,043340,일반 목적용 기계 제조업,기계,-29.49,,2.98
1701,국순당,043650,알코올음료 제조업,음료,98.61,26.38,0.63
1702,엘컴텍,037950,전자부품 제조업,핸드셋,-202.0,123.03,1.87
1703,이오테크닉스,039030,특수 목적용 기계 제조업,반도체와반도체장비,20.53,39.19,2.95
1704,상상인,038540,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",은행,4.87,5.42,0.66
1705,서울제약,018680,의약품 제조업,제약,99.58,18.94,2.37
1706,나노엔텍,039860,의료용 기기 제조업,생명과학도구및서비스,38.27,55.55,4.9
1707,파나진,046210,의료용품 및 기타 의약 관련제품 제조업,생명과학도구및서비스,38.27,41.92,7.01
1708,오공,045060,기타 화학제품 제조업,화학,69.0,10.56,0.98
1709,솔고바이오,043100,의료용 기기 제조업,건강관리장비와용품,208.42,,0.69
1710,비츠로테크,042370,기타 금융업,전기장비,-220.85,13.18,1.51
1711,코아시아,045970,반도체 제조업,핸드셋,-202.0,43.75,2.19
1712,정상제이엘에스,040420,일반 교습 학원,교육서비스,-19.84,18.84,1.44
1713,진양제약,007370,의약품 제조업,제약,99.58,31.02,1.58
1714,넥슨지티,041140,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,21.12,4.79
1715,지니뮤직,043610,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",방송과엔터테인먼트,-19.04,27.41,1.68
1716,진성티이씨,036890,특수 목적용 기계 제조업,기계,-29.49,17.96,1.5
1717,현대통신,039010,통신 및 방송 장비 제조업,통신장비,-92.63,8.77,0.87
1718,삼아제약,009300,의약품 제조업,제약,99.58,28.01,0.55
1719,파루,043200,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",에너지장비및서비스,-35.73,179.62,1.85
1720,에스씨디,042110,가정용 기기 제조업,전기제품,206.26,28.11,0.71
1721,한국정보공학,039740,기타 전문 도매업,컴퓨터와주변기기,-34.95,16.39,0.73
1722,디오,039840,의료용 기기 제조업,건강관리장비와용품,208.42,62.83,3.73
1723,네오위즈홀딩스,042420,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,3.86,0.39
1724,다산네트웍스,039560,통신 및 방송 장비 제조업,통신장비,-92.63,234.28,2.26
1725,바이오스마트,038460,전자부품 제조업,전자장비와기기,65.66,40.74,1.19
1726,에이아이비트,039230,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",디스플레이장비및부품,86.49,,0.37
